code,WHERE1_프로젝트,WHERE2_동,WHERE3_층,HOW1_공사,HOW2_대공종,HOW3_작업명,HOW4_품명,HOW5_규격,HOW6_세부작업명,WHEN1_시작일,WHEN2종료일,WHEN3_기간(일),WHO1_하도급업체,R1_단위,R2_수량,R3_재료비_단가,R4_노무비_단가,R5_경비_단가,R6_합계_단가,R7_재료비_금액,R8_노무비_금액,R9_경비_금액,R10_합계_금액
인천_01667,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,모르타르 바름,"외벽, 18mm",미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,18.02,538.0,28188.0,0.0,28726.0,9695.0,507951.0,0.0,517646.0
인천_01668,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,모르타르 바름,"외벽, 18mm",미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,15.845,538.0,28188.0,0.0,28726.0,8525.0,446638.0,0.0,455163.0
인천_01669,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,모르타르 바름,"외벽, 18mm",미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,12.311,538.0,28188.0,0.0,28726.0,6623.0,347026.0,0.0,353650.0
인천_01670,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,모르타르 바름,"외벽, 18mm",미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,5.136,538.0,28188.0,0.0,28726.0,2762.0,144764.0,0.0,147526.0
인천_01671,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,ELEV.주위 몰탈충진,,미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M,0.635,67.0,3236.0,0.0,3303.0,43.0,2054.0,0.0,2096.0
인천_01672,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,ELEV.주위 몰탈충진,,미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M,5.37,67.0,3236.0,0.0,3303.0,360.0,17379.0,0.0,17738.0
인천_01673,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,ELEV.주위 몰탈충진,,미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M,4.212,67.0,3236.0,0.0,3303.0,282.0,13632.0,0.0,13914.0
인천_01674,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,ELEV.주위 몰탈충진,,미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M,3.704,67.0,3236.0,0.0,3303.0,248.0,11986.0,0.0,12234.0
인천_01675,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,ELEV.주위 몰탈충진,,미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M,2.878,67.0,3236.0,0.0,3303.0,193.0,9313.0,0.0,9506.0
인천_01676,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,ELEV.주위 몰탈충진,,미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M,1.201,67.0,3236.0,0.0,3303.0,80.0,3884.0,0.0,3966.0
인천_01677,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,모르타르 바름,"바닥, 37mm",미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,18.087,0.0,14538.0,214.0,14752.0,0.0,262942.0,3871.0,266813.0
인천_01678,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,모르타르 바름,"바닥, 37mm",미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,153.056,0.0,14538.0,214.0,14752.0,0.0,2225134.0,32754.0,2257888.0
인천_01679,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,모르타르 바름,"바닥, 37mm",미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,120.056,0.0,14538.0,214.0,14752.0,0.0,1745376.0,25692.0,1771068.0
인천_01680,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,모르타르 바름,"바닥, 37mm",미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,105.565,0.0,14538.0,214.0,14752.0,0.0,1534698.0,22591.0,1557288.0
인천_01681,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,모르타르 바름,"바닥, 37mm",미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,82.021,0.0,14538.0,214.0,14752.0,0.0,1192420.0,17552.0,1209973.0
인천_01682,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,모르타르 바름,"바닥, 37mm",미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,34.215,0.0,14538.0,214.0,14752.0,0.0,497424.0,7322.0,504746.0
인천_01683,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,모르타르 바름,"바닥, 40mm",미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,17.487,0.0,14849.0,214.0,15063.0,0.0,259667.0,3742.0,263410.0
인천_01684,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,모르타르 바름,"바닥, 40mm",미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,147.984,0.0,14849.0,214.0,15063.0,0.0,2197420.0,31669.0,2229089.0
인천_01685,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,모르타르 바름,"바닥, 40mm",미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,116.078,0.0,14849.0,214.0,15063.0,0.0,1723637.0,24841.0,1748477.0
인천_01686,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,모르타르 바름,"바닥, 40mm",미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,102.066,0.0,14849.0,214.0,15063.0,0.0,1515583.0,21842.0,1537425.0
인천_01687,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,모르타르 바름,"바닥, 40mm",미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,79.303,0.0,14849.0,214.0,15063.0,0.0,1177569.0,16971.0,1194539.0
인천_01688,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,모르타르 바름,"바닥, 40mm",미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,33.082,0.0,14849.0,214.0,15063.0,0.0,491228.0,7079.0,498308.0
인천_01689,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,모르타르 바름,"바닥, 53.5mm",미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,5.324,0.0,16249.0,214.0,16463.0,0.0,86505.0,1139.0,87644.0
인천_01690,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,모르타르 바름,"바닥, 53.5mm",미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,45.052,0.0,16249.0,214.0,16463.0,0.0,732045.0,9641.0,741686.0
인천_01691,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,모르타르 바름,"바닥, 53.5mm",미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,35.338,0.0,16249.0,214.0,16463.0,0.0,574210.0,7562.0,581772.0
인천_01692,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,모르타르 바름,"바닥, 53.5mm",미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,31.073,0.0,16249.0,214.0,16463.0,0.0,504899.0,6650.0,511548.0
인천_01693,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,모르타르 바름,"바닥, 53.5mm",미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,24.143,0.0,16249.0,214.0,16463.0,0.0,392293.0,5167.0,397460.0
인천_01694,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,모르타르 바름,"바닥, 53.5mm",미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,10.07,0.0,16249.0,214.0,16463.0,0.0,163647.0,2155.0,165803.0
인천_01695,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,모르타르 바름,"바닥, 50mm",미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,2.468,0.0,15886.0,214.0,16100.0,0.0,39206.0,528.0,39734.0
인천_01696,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,모르타르 바름,"바닥, 50mm",미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,20.885,0.0,15886.0,214.0,16100.0,0.0,331777.0,4469.0,336247.0
인천_01697,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,모르타르 바름,"바닥, 50mm",미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,16.382,0.0,15886.0,214.0,16100.0,0.0,260243.0,3506.0,263749.0
인천_01698,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,모르타르 바름,"바닥, 50mm",미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,14.405,0.0,15886.0,214.0,16100.0,0.0,228830.0,3083.0,231913.0
인천_01699,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,모르타르 바름,"바닥, 50mm",미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,11.192,0.0,15886.0,214.0,16100.0,0.0,177795.0,2395.0,180190.0
인천_01700,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,모르타르 바름,"바닥, 50mm",미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,4.668,0.0,15886.0,214.0,16100.0,0.0,74169.0,999.0,75167.0
인천_01701,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,모르타르 바름,"바닥, 52mm",미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,13.679,0.0,16093.0,214.0,16307.0,0.0,220144.0,2927.0,223072.0
인천_01702,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,모르타르 바름,"바닥, 52mm",미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,115.762,0.0,16093.0,214.0,16307.0,0.0,1862957.0,24773.0,1887731.0
인천_01703,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,모르타르 바름,"바닥, 52mm",미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,90.803,0.0,16093.0,214.0,16307.0,0.0,1461287.0,19432.0,1480719.0
인천_01704,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,모르타르 바름,"바닥, 52mm",미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,79.842,0.0,16093.0,214.0,16307.0,0.0,1284901.0,17086.0,1301987.0
인천_01705,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,모르타르 바름,"바닥, 52mm",미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,62.035,0.0,16093.0,214.0,16307.0,0.0,998334.0,13276.0,1011610.0
인천_01706,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,모르타르 바름,"바닥, 52mm",미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,25.879,0.0,16093.0,214.0,16307.0,0.0,416461.0,5538.0,421997.0
인천_01707,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,모르타르 바름,"바닥, 57mm",미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,51.651,0.0,16611.0,214.0,16825.0,0.0,857969.0,11053.0,869023.0
인천_01708,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,모르타르 바름,"바닥, 57mm",미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,437.091,0.0,16611.0,214.0,16825.0,0.0,7260518.0,93537.0,7354056.0
인천_01709,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,모르타르 바름,"바닥, 57mm",미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,342.85,0.0,16611.0,214.0,16825.0,0.0,5695086.0,73370.0,5768456.0
인천_01710,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,모르타르 바름,"바닥, 57mm",미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,301.466,0.0,16611.0,214.0,16825.0,0.0,5007652.0,64514.0,5072166.0
인천_01711,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,모르타르 바름,"바닥, 57mm",미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,234.231,0.0,16611.0,214.0,16825.0,0.0,3890816.0,50126.0,3940942.0
인천_01712,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,모르타르 바름,"바닥, 57mm",미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,97.711,0.0,16611.0,214.0,16825.0,0.0,1623074.0,20910.0,1643982.0
인천_01713,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,모르타르 바름,"바닥, 60mm",미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,4.019,0.0,16922.0,214.0,17136.0,0.0,68013.0,860.0,68874.0
인천_01714,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,모르타르 바름,"바닥, 60mm",미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,34.013,0.0,16922.0,214.0,17136.0,0.0,575560.0,7279.0,582839.0
인천_01715,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,모르타르 바름,"바닥, 60mm",미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,26.679,0.0,16922.0,214.0,17136.0,0.0,451464.0,5709.0,457174.0
인천_01716,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,모르타르 바름,"바닥, 60mm",미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,23.459,0.0,16922.0,214.0,17136.0,0.0,396970.0,5020.0,401990.0
인천_01717,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,모르타르 바름,"바닥, 60mm",미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,18.227,0.0,16922.0,214.0,17136.0,0.0,308435.0,3901.0,312336.0
인천_01718,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,모르타르 바름,"바닥, 60mm",미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,7.603,0.0,16922.0,214.0,17136.0,0.0,128666.0,1627.0,130291.0
인천_01719,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,모르타르 바름,"바닥, 118mm",미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,36.984,0.0,22935.0,214.0,23149.0,0.0,848228.0,7915.0,856143.0
인천_01720,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,모르타르 바름,"바닥, 118mm",미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,312.975,0.0,22935.0,214.0,23149.0,0.0,7178082.0,66977.0,7245059.0
인천_01721,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,모르타르 바름,"바닥, 118mm",미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,245.495,0.0,22935.0,214.0,23149.0,0.0,5630424.0,52536.0,5682960.0
인천_01722,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,모르타르 바름,"바닥, 118mm",미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,215.862,0.0,22935.0,214.0,23149.0,0.0,4950796.0,46194.0,4996990.0
인천_01723,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,모르타르 바름,"바닥, 118mm",미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,167.719,0.0,22935.0,214.0,23149.0,0.0,3846640.0,35892.0,3882532.0
인천_01724,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,모르타르 바름,"바닥, 118mm",미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,69.965,0.0,22935.0,214.0,23149.0,0.0,1604645.0,14972.0,1619617.0
인천_01725,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,모르타르 바름,"바닥, 158mm",미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,1.657,0.0,27081.0,214.0,27295.0,0.0,44875.0,355.0,45229.0
인천_01726,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,모르타르 바름,"바닥, 158mm",미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,14.023,0.0,27081.0,214.0,27295.0,0.0,379749.0,3001.0,382750.0
인천_01727,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,모르타르 바름,"바닥, 158mm",미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,10.999,0.0,27081.0,214.0,27295.0,0.0,297872.0,2354.0,300226.0
인천_01728,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,모르타르 바름,"바닥, 158mm",미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,9.672,0.0,27081.0,214.0,27295.0,0.0,261917.0,2070.0,263987.0
인천_01729,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,모르타르 바름,"바닥, 158mm",미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,7.515,0.0,27081.0,214.0,27295.0,0.0,203503.0,1608.0,205111.0
인천_01730,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,모르타르 바름,"바닥, 158mm",미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,3.134,0.0,27081.0,214.0,27295.0,0.0,84891.0,670.0,85562.0
인천_01731,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,콘크리트면 정리,외벽,미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,7.51,0.0,2094.0,62.0,2156.0,0.0,15725.0,466.0,16191.0
인천_01732,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,콘크리트면 정리,외벽,미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,63.55,0.0,2094.0,62.0,2156.0,0.0,133073.0,3940.0,137013.0
인천_01733,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,콘크리트면 정리,외벽,미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,49.848,0.0,2094.0,62.0,2156.0,0.0,104381.0,3091.0,107472.0
인천_01734,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,콘크리트면 정리,외벽,미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,43.831,0.0,2094.0,62.0,2156.0,0.0,91782.0,2718.0,94499.0
인천_01735,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,콘크리트면 정리,외벽,미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,34.055,0.0,2094.0,62.0,2156.0,0.0,71312.0,2111.0,73424.0
인천_01736,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,콘크리트면 정리,외벽,미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,14.206,0.0,2094.0,62.0,2156.0,0.0,29749.0,880.0,30629.0
인천_01737,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,콘크리트면 정리,외천장,미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,2.891,0.0,2513.0,62.0,2575.0,0.0,7265.0,179.0,7444.0
인천_01738,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,콘크리트면 정리,외천장,미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,24.465,0.0,2513.0,62.0,2575.0,0.0,61481.0,1517.0,62998.0
인천_01739,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,콘크리트면 정리,외천장,미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,19.19,0.0,2513.0,62.0,2575.0,0.0,48225.0,1190.0,49415.0
인천_01740,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,콘크리트면 정리,외천장,미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,16.874,0.0,2513.0,62.0,2575.0,0.0,42404.0,1046.0,43450.0
인천_01741,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,콘크리트면 정리,외천장,미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,13.111,0.0,2513.0,62.0,2575.0,0.0,32947.0,813.0,33760.0
인천_01742,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,콘크리트면 정리,외천장,미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,5.469,0.0,2513.0,62.0,2575.0,0.0,13744.0,339.0,14083.0
인천_01743,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,콘크리트면 정리,내천장,미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,135.244,481.0,2094.0,0.0,2575.0,65052.0,283200.0,0.0,348252.0
인천_01744,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,콘크리트면 정리,내천장,미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,1144.492,481.0,2094.0,0.0,2575.0,550501.0,2396566.0,0.0,2947067.0
인천_01745,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,콘크리트면 정리,내천장,미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,897.729,481.0,2094.0,0.0,2575.0,431808.0,1879845.0,0.0,2311653.0
인천_01746,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,콘크리트면 정리,내천장,미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,789.368,481.0,2094.0,0.0,2575.0,379686.0,1652936.0,0.0,2032622.0
인천_01747,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,콘크리트면 정리,내천장,미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,613.318,481.0,2094.0,0.0,2575.0,295006.0,1284289.0,0.0,1579295.0
인천_01748,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,콘크리트면 정리,내천장,미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,255.849,481.0,2094.0,0.0,2575.0,123063.0,535748.0,0.0,658811.0
인천_01749,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,콘크리트면 정리,내벽,미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,265.34,62.0,2094.0,0.0,2156.0,16451.0,555622.0,0.0,572073.0
인천_01750,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,콘크리트면 정리,내벽,미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,2245.424,62.0,2094.0,0.0,2156.0,139216.0,4701919.0,0.0,4841135.0
인천_01751,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,콘크리트면 정리,내벽,미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,1761.291,62.0,2094.0,0.0,2156.0,109200.0,3688143.0,0.0,3797343.0
인천_01752,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,콘크리트면 정리,내벽,미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,1548.692,62.0,2094.0,0.0,2156.0,96019.0,3242960.0,0.0,3338979.0
인천_01753,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,콘크리트면 정리,내벽,미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,1203.293,62.0,2094.0,0.0,2156.0,74604.0,2519696.0,0.0,2594301.0
인천_01754,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,콘크리트면 정리,내벽,미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,501.96,62.0,2094.0,0.0,2156.0,31122.0,1051104.0,0.0,1082225.0
인천_01755,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,쇠흙손마감,콘크리트면,미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,313.923,0.0,826.0,0.0,826.0,0.0,259301.0,0.0,259301.0
인천_01756,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,쇠흙손마감,콘크리트면,미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,2656.558,0.0,826.0,0.0,826.0,0.0,2194317.0,0.0,2194317.0
인천_01757,인천소방학교,01_본관동,04_F2,A_건축공사,A12_미장공사,본관동 2F 미장공사,쇠흙손마감,콘크리트면,미장(2F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,2083.781,0.0,826.0,0.0,826.0,0.0,1721203.0,0.0,1721203.0
인천_01758,인천소방학교,01_본관동,05_F3,A_건축공사,A12_미장공사,본관동 3F 미장공사,쇠흙손마감,콘크리트면,미장(3F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,1832.255,0.0,826.0,0.0,826.0,0.0,1513443.0,0.0,1513443.0
인천_01759,인천소방학교,01_본관동,06_F4,A_건축공사,A12_미장공사,본관동 4F 미장공사,쇠흙손마감,콘크리트면,미장(4F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,1423.615,0.0,826.0,0.0,826.0,0.0,1175906.0,0.0,1175906.0
인천_01760,인천소방학교,01_본관동,07_F5,A_건축공사,A12_미장공사,본관동 5F 미장공사,쇠흙손마감,콘크리트면,미장(5F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,593.868,0.0,826.0,0.0,826.0,0.0,490534.0,0.0,490534.0
인천_01761,인천소방학교,01_본관동,02_B1,A_건축공사,A12_미장공사,본관동 B1 미장공사,기계미장,콘크리트면,미장(B1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,106.721,60.0,599.0,0.0,659.0,6403.0,63926.0,0.0,70329.0
인천_01762,인천소방학교,01_본관동,03_F1,A_건축공사,A12_미장공사,본관동 1F 미장공사,기계미장,콘크리트면,미장(1F),2026-08-15,2027-02-10,179,삼화미장㈜,M2,903.122,60.0,599.0,0.0,659.0,54187.0,540970.0,0.0,595158.0
